# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503170357
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_401880_1-465	OTHER	0.065179	0.001074	0.093418	0.840328	
megahit_401880_519-1019	OTHER	0.017074	0.000102	0.000797	0.982027	
megahit_402045_1-690	OTHER	0.004423	0.002325	0.001077	0.992174	
megahit_402111_42-803	SP(Sec/SPI)	0.940242	0.002582	0.051990	0.005186	CS pos: 20-21. LVA-QG. Pr: 0.4176
megahit_402171_72-434	OTHER	0.008052	0.016459	0.002634	0.972855	
megahit_402207_3-1727	SP(Sec/SPI)	0.890762	0.005641	0.013930	0.089667	CS pos: 26-27. VAA-WL. Pr: 0.7349
megahit_402618_108-1010	OTHER	0.006014	0.007425	0.000867	0.985695	
megahit_402618_1029-1610	SP(Sec/SPI)	0.598067	0.001311	0.088902	0.311721	CS pos: 21-22. ALA-FG. Pr: 0.2856
megahit_403509_141-1262	OTHER	0.009517	0.002161	0.001021	0.987301	
megahit_403547_2-673	OTHER	0.015069	0.000872	0.007198	0.976860	
megahit_403667_1-594	OTHER	0.005327	0.001432	0.001204	0.992037	
megahit_404079_80-673	OTHER	0.036194	0.003059	0.004756	0.955991	
megahit_405051_3-677	OTHER	0.036877	0.001623	0.004125	0.957375	
megahit_405064_2-790	OTHER	0.028204	0.006622	0.004051	0.961122	
megahit_406589_3-1148	OTHER	0.005685	0.013179	0.000903	0.980233	
megahit_406680_128-610	OTHER	0.010761	0.004752	0.001121	0.983365	
megahit_406825_391-900	OTHER	0.264442	0.205594	0.007718	0.522246	
megahit_408024_3-497	OTHER	0.003563	0.002051	0.000399	0.993987	
megahit_408664_2-814	SP(Sec/SPI)	0.672139	0.000548	0.293735	0.033578	CS pos: 18-19. LSA-GV. Pr: 0.4605
megahit_408875_1-318	OTHER	0.003944	0.006066	0.000438	0.989552	
megahit_409248_2-619	OTHER	0.035432	0.000259	0.012509	0.951799	
megahit_409463_87-392	OTHER	0.006765	0.005688	0.000646	0.986901	
megahit_409526_3-1178	OTHER	0.006033	0.000309	0.002322	0.991335	
megahit_409711_167-367	OTHER	0.093560	0.034023	0.025787	0.846630	
megahit_409731_47-736	OTHER	0.023653	0.005714	0.025896	0.944737	
megahit_409800_3-1043	OTHER	0.064209	0.111258	0.012609	0.811925	
megahit_409828_2-1270	OTHER	0.013940	0.006948	0.002066	0.977045	
megahit_409867_2-388	OTHER	0.002200	0.006525	0.000408	0.990867	
megahit_410304_2-148	OTHER	0.024923	0.022513	0.007799	0.944764	
megahit_410304_287-391	OTHER	0.015850	0.016603	0.004120	0.963427	
megahit_410322_1-600	SP(Sec/SPI)	0.477034	0.030603	0.030008	0.462355	CS pos: 24-25. ARS-VD. Pr: 0.2847
megahit_410353_220-732	OTHER	0.179776	0.002422	0.012423	0.805379	
megahit_410552_3-362	OTHER	0.008163	0.001128	0.002457	0.988252	
megahit_410580_56-430	OTHER	0.004992	0.001071	0.000446	0.993490	
megahit_411237_12-587	OTHER	0.004592	0.003037	0.001400	0.990971	
megahit_411594_3-575	OTHER	0.009081	0.017662	0.001792	0.971466	
megahit_411908_1-1008	OTHER	0.014720	0.010255	0.002188	0.972837	
megahit_411942_2-718	OTHER	0.008143	0.001110	0.000952	0.989795	
megahit_412058_2-424	SP(Sec/SPI)	0.853009	0.021623	0.016601	0.108767	CS pos: 20-21. ASA-AD. Pr: 0.7084
megahit_412067_3-383	OTHER	0.023708	0.011703	0.002891	0.961698	
megahit_412778_3-737	OTHER	0.005743	0.002617	0.001007	0.990633	
megahit_413389_3-1019	OTHER	0.012010	0.000722	0.001605	0.985663	
megahit_414055_3-305	OTHER	0.008045	0.011164	0.002983	0.977808	
megahit_415505_1-435	OTHER	0.085090	0.008244	0.008754	0.897911	
megahit_415546_3-287	OTHER	0.029830	0.024395	0.007092	0.938683	
megahit_415570_3-1187	OTHER	0.002161	0.001258	0.000379	0.996202	
megahit_416517_156-956	OTHER	0.014874	0.002801	0.002453	0.979871	
megahit_416779_345-1097	OTHER	0.004978	0.000842	0.001066	0.993114	
megahit_416889_1-1065	SP(Sec/SPI)	0.525990	0.429491	0.009434	0.035085	CS pos: 37-38. ATA-ET. Pr: 0.6508
megahit_417407_83-832	OTHER	0.008926	0.000344	0.000642	0.990089	
megahit_417510_300-1010	OTHER	0.051822	0.066724	0.004522	0.876932	
megahit_417890_1-1029	OTHER	0.229662	0.023059	0.019120	0.728159	
megahit_419080_1-486	OTHER	0.025665	0.010261	0.001380	0.962694	
megahit_419291_782-1129	OTHER	0.000694	0.000134	0.000344	0.998828	
megahit_419291_1133-1588	OTHER	0.001698	0.000133	0.009023	0.989146	
megahit_419291_1590-1814	OTHER	0.002951	0.000811	0.000168	0.996069	
megahit_419648_2-427	OTHER	0.011874	0.000399	0.000680	0.987047	
megahit_420830_3-590	TAT(Tat/SPI)	0.274392	0.591378	0.029186	0.105044	CS pos: 29-30. AAA-YT. Pr: 0.2758
megahit_421039_1-354	OTHER	0.003446	0.001328	0.000462	0.994763	
megahit_421094_3-968	SP(Sec/SPI)	0.758185	0.000671	0.222804	0.018340	CS pos: 19-20. LIA-QS. Pr: 0.6263
megahit_421096_3-620	OTHER	0.003867	0.003871	0.000574	0.991689	
megahit_421432_28-1176	OTHER	0.004031	0.000613	0.004058	0.991298	
megahit_421648_2-1588	OTHER	0.070694	0.006835	0.010612	0.911858	
megahit_421836_137-1057	OTHER	0.007544	0.002275	0.000687	0.989494	
megahit_422068_3-974	OTHER	0.004002	0.001746	0.000930	0.993322	
megahit_422135_109-585	OTHER	0.001826	0.000152	0.001832	0.996190	
megahit_422769_227-823	OTHER	0.000899	0.000054	0.000446	0.998601	
megahit_422907_2-1327	OTHER	0.087217	0.000915	0.003769	0.908098	
megahit_423599_1053-1919	OTHER	0.005179	0.002087	0.000446	0.992288	
megahit_423718_107-349	OTHER	0.001623	0.001013	0.000371	0.996993	
megahit_423892_3-1511	SP(Sec/SPI)	0.987107	0.002523	0.008130	0.002239	CS pos: 29-30. SSA-QT. Pr: 0.7179
megahit_424722_162-1142	OTHER	0.004595	0.000708	0.001072	0.993626	
megahit_424829_2-901	OTHER	0.004801	0.000438	0.002345	0.992415	
megahit_425438_2-763	OTHER	0.006213	0.003709	0.000674	0.989404	
megahit_426352_2-925	OTHER	0.012627	0.012514	0.002271	0.972588	
megahit_427294_35-1306	OTHER	0.008690	0.000551	0.000672	0.990087	
megahit_427332_2-967	OTHER	0.007422	0.003048	0.002301	0.987229	
megahit_427464_1-450	LIPO(Sec/SPII)	0.186621	0.050706	0.605965	0.156708	CS pos: 53-54. LSS-CA. Pr: 0.5687
megahit_427693_3-548	OTHER	0.023106	0.038028	0.003440	0.935425	
megahit_427965_3-437	OTHER	0.013449	0.006340	0.002640	0.977570	
megahit_428061_474-743	OTHER	0.022930	0.059044	0.004653	0.913373	
megahit_428304_1-507	OTHER	0.002079	0.001146	0.000440	0.996336	
megahit_429951_458-1084	OTHER	0.003687	0.007892	0.000822	0.987599	
megahit_430656_1-636	OTHER	0.072717	0.437668	0.008862	0.480753	
megahit_430920_115-558	OTHER	0.422512	0.072860	0.011597	0.493030	
megahit_431049_3-602	OTHER	0.027241	0.008056	0.031546	0.933157	
megahit_431107_10-261	OTHER	0.010924	0.005228	0.003494	0.980353	
megahit_431380_2-529	OTHER	0.026710	0.001191	0.006718	0.965381	
megahit_431741_174-683	OTHER	0.005320	0.000467	0.000740	0.993474	
megahit_431741_730-1962	OTHER	0.003986	0.005765	0.000323	0.989926	
megahit_432098_3-347	OTHER	0.005735	0.078028	0.001071	0.915166	
megahit_432680_28-1266	OTHER	0.036826	0.056425	0.016179	0.890571	
megahit_433140_56-589	TAT(Tat/SPI)	0.301655	0.695584	0.001029	0.001731	CS pos: 35-36. VLA-SD. Pr: 0.9343
megahit_433140_614-1006	OTHER	0.012202	0.000157	0.001436	0.986205	
megahit_433189_2-772	OTHER	0.003582	0.012782	0.000693	0.982943	
megahit_433189_777-1490	OTHER	0.173668	0.044311	0.035129	0.746893	
megahit_433206_1-513	OTHER	0.007971	0.001637	0.001542	0.988850	
megahit_433217_3-611	OTHER	0.146613	0.004349	0.018915	0.830123	
megahit_433229_175-720	OTHER	0.013099	0.005770	0.003701	0.977430	
megahit_433327_40-999	OTHER	0.007413	0.002483	0.001312	0.988791	
megahit_433329_3-854	OTHER	0.005672	0.002709	0.000980	0.990639	
megahit_433885_29-1261	OTHER	0.004809	0.005799	0.004074	0.985318	
megahit_434305_2-403	OTHER	0.004756	0.016023	0.002886	0.976335	
megahit_434305_400-807	OTHER	0.010424	0.005918	0.002874	0.980784	
megahit_434595_2-1174	OTHER	0.016193	0.002953	0.002966	0.977888	
megahit_435126_3-494	OTHER	0.007011	0.003798	0.000891	0.988300	
megahit_435236_1-378	OTHER	0.016097	0.000401	0.002293	0.981209	
megahit_435687_149-1024	OTHER	0.005769	0.007851	0.000831	0.985549	
megahit_436356_3-1298	OTHER	0.120720	0.009132	0.004535	0.865613	
megahit_436971_667-1584	OTHER	0.002810	0.000144	0.000227	0.996819	
megahit_437366_2-634	SP(Sec/SPI)	0.963390	0.033552	0.001309	0.001749	CS pos: 32-33. ALA-AP. Pr: 0.9615
megahit_437996_11-517	OTHER	0.010822	0.004643	0.002266	0.982269	
megahit_438146_3-752	OTHER	0.004056	0.000564	0.000625	0.994755	
megahit_438872_202-1188	OTHER	0.002557	0.000827	0.000465	0.996151	
megahit_438898_2320-2796	OTHER	0.008000	0.000946	0.001213	0.989840	
megahit_439137_2-715	OTHER	0.003955	0.000671	0.003341	0.992033	
megahit_439138_2-715	OTHER	0.003955	0.000671	0.003341	0.992033	
megahit_439304_1-1212	OTHER	0.009276	0.008351	0.002214	0.980159	
megahit_439799_1-819	OTHER	0.011044	0.011004	0.001471	0.976481	
megahit_440114_3-380	OTHER	0.014620	0.002429	0.003603	0.979349	
megahit_440226_1-315	OTHER	0.011399	0.003174	0.003246	0.982181	
megahit_440262_1-777	OTHER	0.003458	0.006172	0.001275	0.989095	
megahit_440314_3-404	OTHER	0.056422	0.001568	0.002940	0.939070	
megahit_440314_501-851	OTHER	0.021680	0.001461	0.002928	0.973932	
megahit_440347_363-776	OTHER	0.006600	0.030581	0.001028	0.961791	
megahit_440758_2-373	SP(Sec/SPI)	0.996177	0.000630	0.002793	0.000400	CS pos: 24-25. VQA-AP. Pr: 0.9868
megahit_441464_134-862	OTHER	0.003150	0.001165	0.000492	0.995194	
megahit_441878_346-2631	OTHER	0.006030	0.001264	0.001090	0.991616	
megahit_441938_86-568	SP(Sec/SPI)	0.847066	0.001341	0.143127	0.008467	CS pos: 24-25. ASA-QN. Pr: 0.7422
megahit_442321_1-1044	TAT(Tat/SPI)	0.346959	0.618829	0.004963	0.029250	CS pos: 42-43. AQS-ST. Pr: 0.7637
megahit_443130_3-377	OTHER	0.045890	0.019999	0.008341	0.925770	
megahit_443607_2-697	OTHER	0.033163	0.037034	0.003125	0.926677	
megahit_443768_157-495	OTHER	0.004900	0.003354	0.000399	0.991347	
megahit_444290_190-687	OTHER	0.003670	0.001496	0.000313	0.994521	
megahit_444587_3-1016	OTHER	0.013831	0.000537	0.001820	0.983812	
megahit_445248_3-443	OTHER	0.005398	0.001416	0.000668	0.992517	
megahit_445313_31-951	OTHER	0.004611	0.000639	0.000885	0.993865	
megahit_446155_1-681	OTHER	0.038259	0.277124	0.013011	0.671605	
megahit_446483_31-894	OTHER	0.039910	0.067377	0.003680	0.889033	
megahit_446493_2-448	OTHER	0.016636	0.001051	0.000912	0.981401	
megahit_446580_2-382	OTHER	0.015932	0.009738	0.000732	0.973598	
megahit_446815_76-876	OTHER	0.003028	0.004736	0.000589	0.991648	
megahit_446829_1-519	LIPO(Sec/SPII)	0.002214	0.000194	0.997220	0.000372	CS pos: 24-25. LAA-CS. Pr: 0.9981
megahit_447226_1-588	OTHER	0.005350	0.001644	0.000605	0.992402	
megahit_447345_2-778	OTHER	0.035539	0.002212	0.013846	0.948403	
megahit_447430_39-809	SP(Sec/SPI)	0.806573	0.136202	0.049214	0.008011	CS pos: 42-43. SYA-EG. Pr: 0.8358
megahit_447548_33-467	OTHER	0.013778	0.007601	0.001398	0.977223	
megahit_448316_2-415	OTHER	0.005675	0.001621	0.002053	0.990651	
megahit_448369_84-713	OTHER	0.006180	0.007408	0.000927	0.985485	
megahit_448436_11-1591	LIPO(Sec/SPII)	0.071531	0.007548	0.610155	0.310766	CS pos: 10-11. GAG-CA. Pr: 0.5965
megahit_448504_2-499	OTHER	0.020902	0.008916	0.005060	0.965122	
megahit_448648_73-1188	OTHER	0.003196	0.000426	0.001095	0.995282	
megahit_449344_1-552	OTHER	0.024055	0.002401	0.013836	0.959708	
megahit_449666_3-437	OTHER	0.028834	0.004149	0.001861	0.965155	
megahit_450746_24-653	LIPO(Sec/SPII)	0.017900	0.000069	0.981793	0.000238	CS pos: 21-22. ASG-CK. Pr: 0.9821
megahit_450840_213-950	OTHER	0.003843	0.003898	0.000799	0.991460	
megahit_451256_167-1462	OTHER	0.012596	0.037673	0.001053	0.948677	
megahit_451542_1-297	OTHER	0.006512	0.017825	0.004222	0.971442	
megahit_451712_107-928	OTHER	0.029111	0.027641	0.014833	0.928414	
megahit_451723_2-739	OTHER	0.010911	0.002180	0.000523	0.986386	
megahit_451809_384-887	SP(Sec/SPI)	0.998835	0.000159	0.000651	0.000355	CS pos: 21-22. AHA-QD. Pr: 0.9975
megahit_452627_1-1464	OTHER	0.011777	0.000903	0.001786	0.985535	
megahit_452794_196-561	OTHER	0.013120	0.000408	0.002075	0.984397	
megahit_452903_3-410	OTHER	0.022928	0.007454	0.005580	0.964038	
megahit_453231_58-1032	OTHER	0.019685	0.005028	0.003699	0.971587	
megahit_453334_1-291	OTHER	0.001821	0.001785	0.000352	0.996042	
megahit_453334_310-600	OTHER	0.001824	0.000258	0.000362	0.997556	
megahit_453334_807-1688	OTHER	0.011449	0.001649	0.007206	0.979696	
megahit_453349_3-998	OTHER	0.007341	0.001172	0.003371	0.988115	
megahit_454147_442-981	OTHER	0.031708	0.009000	0.004566	0.954726	
megahit_454443_103-513	SP(Sec/SPI)	0.588822	0.001816	0.166761	0.242600	CS pos: 30-31. VDA-CE. Pr: 0.7294
megahit_455522_2-394	OTHER	0.003005	0.002956	0.000553	0.993486	
megahit_456526_186-725	OTHER	0.034153	0.001541	0.032440	0.931866	
megahit_456534_1-318	OTHER	0.004603	0.002013	0.000729	0.992655	
megahit_456976_2-289	SP(Sec/SPI)	0.976976	0.000724	0.020143	0.002156	CS pos: 22-23. TYA-QQ. Pr: 0.8894
megahit_457456_1-423	OTHER	0.009608	0.019921	0.003290	0.967182	
megahit_457551_1-1716	OTHER	0.003670	0.000878	0.000613	0.994839	
megahit_457661_18-506	OTHER	0.008406	0.003027	0.001277	0.987290	
megahit_457804_3-647	OTHER	0.065593	0.019236	0.003666	0.911506	
megahit_458103_245-805	OTHER	0.088619	0.035251	0.405747	0.470383	
megahit_458200_3-1046	OTHER	0.003383	0.001452	0.000614	0.994550	
megahit_458634_1-1167	OTHER	0.050012	0.010982	0.027082	0.911925	
megahit_459856_3-128	OTHER	0.031290	0.005437	0.004377	0.958896	
megahit_460269_3-611	OTHER	0.009387	0.001437	0.001518	0.987657	
megahit_460653_21-779	OTHER	0.333495	0.006149	0.040060	0.620295	
megahit_461368_2-703	OTHER	0.014977	0.001374	0.001118	0.982531	
megahit_461754_3-830	OTHER	0.003175	0.001162	0.001066	0.994597	
megahit_462082_1-384	OTHER	0.021154	0.004107	0.003444	0.971295	
megahit_462467_188-505	OTHER	0.011307	0.004245	0.002743	0.981705	
megahit_462757_3-206	OTHER	0.006328	0.001441	0.000600	0.991631	
megahit_462805_135-1802	SP(Sec/SPI)	0.779398	0.000531	0.219449	0.000622	CS pos: 19-20. ASA-TC. Pr: 0.6580
megahit_462817_1-888	LIPO(Sec/SPII)	0.001197	0.000142	0.998409	0.000253	CS pos: 20-21. LAA-CG. Pr: 0.9985
megahit_462818_57-344	OTHER	0.017846	0.028264	0.018463	0.935426	
megahit_463466_198-1166	OTHER	0.029982	0.001002	0.023596	0.945421	
megahit_464012_104-652	OTHER	0.375651	0.004547	0.097933	0.521869	
megahit_464337_52-351	OTHER	0.003759	0.001486	0.000229	0.994525	
megahit_464408_3-716	OTHER	0.007669	0.001322	0.017146	0.973863	
megahit_464415_12-659	OTHER	0.017602	0.001318	0.002432	0.978648	
megahit_464805_3-962	OTHER	0.164949	0.038819	0.010420	0.785812	
megahit_464994_1-333	SP(Sec/SPI)	0.954743	0.001493	0.042863	0.000901	CS pos: 23-24. ALA-NS. Pr: 0.9277
megahit_465397_2-814	OTHER	0.028915	0.001184	0.003838	0.966063	
megahit_465566_3-1112	OTHER	0.018336	0.001628	0.003259	0.976777	
megahit_465974_1-1098	OTHER	0.248902	0.018039	0.010192	0.722867	
megahit_466218_2-208	OTHER	0.001556	0.000269	0.000642	0.997533	
megahit_466734_59-1453	OTHER	0.001712	0.000235	0.000243	0.997810	
megahit_466858_2-658	OTHER	0.095659	0.059354	0.026753	0.818234	
megahit_467346_180-776	LIPO(Sec/SPII)	0.010766	0.000305	0.988335	0.000594	CS pos: 17-18. ATA-CA. Pr: 0.9892
megahit_467915_2-1222	OTHER	0.002964	0.001865	0.000709	0.994463	
megahit_468003_2-643	OTHER	0.006075	0.002106	0.001686	0.990133	
megahit_468610_1-321	OTHER	0.011947	0.022049	0.001479	0.964526	
megahit_468911_3-431	OTHER	0.018557	0.005111	0.001640	0.974692	
megahit_469156_2-592	OTHER	0.028839	0.108460	0.005281	0.857420	
megahit_469235_11-724	OTHER	0.008456	0.001750	0.001154	0.988639	
megahit_469386_20-745	OTHER	0.023634	0.001563	0.017222	0.957581	
megahit_469568_1003-1920	OTHER	0.021183	0.000524	0.003416	0.974878	
megahit_469568_1917-2519	SP(Sec/SPI)	0.672638	0.004058	0.041291	0.282013	CS pos: 22-23. VGA-LY. Pr: 0.3589
megahit_469679_58-543	OTHER	0.121900	0.006120	0.004562	0.867419	
megahit_469679_540-1157	OTHER	0.018103	0.001793	0.001394	0.978710	
megahit_469696_36-200	OTHER	0.023576	0.042880	0.004511	0.929033	
megahit_469971_3-791	OTHER	0.050325	0.002033	0.297530	0.650112	
megahit_470245_76-612	OTHER	0.021123	0.031021	0.003452	0.944404	
megahit_470325_42-323	OTHER	0.006441	0.000570	0.001053	0.991936	
megahit_470500_3-608	OTHER	0.004492	0.001065	0.000985	0.993458	
megahit_470548_2-3742	OTHER	0.041283	0.002305	0.006326	0.950087	
megahit_470585_89-337	TAT(Tat/SPI)	0.006478	0.992242	0.000765	0.000516	CS pos: 34-35. AWA-AG. Pr: 0.9783
megahit_470900_322-1464	LIPO(Sec/SPII)	0.010553	0.015151	0.964869	0.009428	CS pos: 35-36. LVG-CS. Pr: 0.9431
megahit_471040_2-517	SP(Sec/SPI)	0.938877	0.039690	0.005115	0.016318	CS pos: 30-31. SNA-AT. Pr: 0.9319
megahit_471207_148-837	LIPO(Sec/SPII)	0.003548	0.000255	0.995285	0.000912	CS pos: 19-20. LSG-CS. Pr: 0.9959
megahit_471811_115-618	OTHER	0.014647	0.039106	0.001911	0.944336	
megahit_472104_7-408	OTHER	0.005230	0.016948	0.001975	0.975848	
megahit_472413_3-125	OTHER	0.049369	0.008632	0.015755	0.926243	
megahit_472635_55-288	OTHER	0.005810	0.000518	0.013016	0.980656	
megahit_472644_100-525	OTHER	0.015002	0.014767	0.002637	0.967594	
megahit_472673_2-547	LIPO(Sec/SPII)	0.001689	0.000051	0.998019	0.000241	CS pos: 20-21. FSS-CG. Pr: 0.9985
megahit_473223_3-524	OTHER	0.006700	0.001148	0.001188	0.990964	
megahit_473223_596-925	SP(Sec/SPI)	0.934330	0.000365	0.062793	0.002511	CS pos: 22-23. SNA-QD. Pr: 0.9200
megahit_473229_3-890	OTHER	0.001934	0.001567	0.000388	0.996111	
megahit_473280_1-525	OTHER	0.001951	0.000167	0.001577	0.996304	
megahit_473354_608-1138	SP(Sec/SPI)	0.997094	0.000495	0.002051	0.000359	CS pos: 27-28. AMA-AD. Pr: 0.9782
megahit_473422_2-670	LIPO(Sec/SPII)	0.484036	0.000151	0.503483	0.012330	CS pos: 16-17. FFL-CT. Pr: 0.2237
megahit_474108_3-347	OTHER	0.008101	0.002251	0.001935	0.987713	
megahit_474245_135-722	OTHER	0.138587	0.001979	0.019337	0.840097	
megahit_474262_661-1281	LIPO(Sec/SPII)	0.006593	0.000047	0.993199	0.000160	CS pos: 17-18. LQA-CS. Pr: 0.9961
megahit_474285_162-581	OTHER	0.001665	0.000677	0.000340	0.997318	
megahit_474739_16-936	OTHER	0.076531	0.012465	0.010100	0.900904	
megahit_474743_247-897	OTHER	0.004962	0.002880	0.001201	0.990957	
megahit_474750_5-859	OTHER	0.006643	0.000997	0.000719	0.991642	
megahit_475155_3-851	OTHER	0.020296	0.007223	0.005005	0.967475	
megahit_475342_3-1106	OTHER	0.121109	0.004557	0.053486	0.820848	
megahit_475377_3-755	OTHER	0.004033	0.000740	0.001689	0.993537	
megahit_475505_2-733	OTHER	0.006900	0.005233	0.001472	0.986395	
megahit_475992_2-424	OTHER	0.004656	0.000597	0.000733	0.994015	
megahit_476113_24-827	OTHER	0.158392	0.001907	0.028159	0.811542	
megahit_476340_237-557	SP(Sec/SPI)	0.992861	0.004837	0.001725	0.000578	CS pos: 23-24. ANA-GN. Pr: 0.6744
megahit_476679_140-1213	SP(Sec/SPI)	0.997093	0.001339	0.000902	0.000665	CS pos: 23-24. SFA-LD. Pr: 0.9884
megahit_477466_87-593	LIPO(Sec/SPII)	0.001850	0.000084	0.997649	0.000417	CS pos: 21-22. ATG-CR. Pr: 0.9984
megahit_477530_4-846	OTHER	0.001987	0.000531	0.000247	0.997235	
megahit_478121_2-466	OTHER	0.037166	0.010263	0.010674	0.941897	
megahit_478266_89-349	OTHER	0.036666	0.051658	0.037600	0.874076	
megahit_478652_7-1023	SP(Sec/SPI)	0.990762	0.000688	0.007846	0.000703	CS pos: 24-25. AVA-QN. Pr: 0.9614
megahit_478905_1-642	OTHER	0.026156	0.003693	0.007539	0.962612	
megahit_478905_648-1025	OTHER	0.100987	0.002319	0.021210	0.875484	
megahit_479291_757-1074	OTHER	0.047618	0.028323	0.002154	0.921905	
megahit_479320_1056-1604	OTHER	0.002432	0.002875	0.000289	0.994404	
megahit_479514_85-468	OTHER	0.004034	0.001815	0.000589	0.993561	
megahit_479684_219-899	OTHER	0.009929	0.001114	0.000668	0.988288	
megahit_480965_1-639	OTHER	0.170509	0.004341	0.013349	0.811801	
megahit_480970_2-850	LIPO(Sec/SPII)	0.347103	0.005303	0.612681	0.034913	CS pos: 24-25. ITT-CS. Pr: 0.6115
megahit_481155_295-1146	OTHER	0.003605	0.001824	0.001243	0.993328	
megahit_482575_3-380	OTHER	0.040583	0.001336	0.008179	0.949902	
megahit_482928_1-453	OTHER	0.003469	0.000414	0.000297	0.995821	
megahit_483497_3-788	OTHER	0.009725	0.000557	0.004445	0.985273	
megahit_484299_3-185	OTHER	0.006466	0.000104	0.004495	0.988935	
megahit_484299_227-427	OTHER	0.108566	0.000904	0.008467	0.882062	
megahit_484621_48-572	SP(Sec/SPI)	0.997640	0.000361	0.001733	0.000266	CS pos: 22-23. ANA-SS. Pr: 0.9583
megahit_484665_2-706	OTHER	0.021411	0.003859	0.004586	0.970144	
megahit_485182_2-490	OTHER	0.006809	0.000598	0.001486	0.991107	
megahit_485650_302-1300	OTHER	0.011908	0.010168	0.002836	0.975088	
megahit_486108_3-692	OTHER	0.014620	0.018998	0.002360	0.964022	
megahit_486431_482-1141	OTHER	0.029928	0.050105	0.004585	0.915382	
megahit_486969_1-330	OTHER	0.003511	0.000643	0.004279	0.991567	
megahit_486969_345-776	OTHER	0.002649	0.000659	0.000382	0.996310	
megahit_487381_2-316	OTHER	0.008369	0.001835	0.000528	0.989268	
megahit_487465_403-972	OTHER	0.111928	0.022664	0.009024	0.856385	
megahit_487965_81-638	OTHER	0.011674	0.001173	0.000731	0.986422	
megahit_487965_638-1243	OTHER	0.004949	0.003708	0.000484	0.990859	
megahit_488040_1-678	OTHER	0.074427	0.008297	0.003935	0.913342	
megahit_488166_3-914	OTHER	0.314228	0.067281	0.035359	0.583132	
megahit_488610_13-7122	OTHER	0.024083	0.001725	0.007003	0.967190	
megahit_488611_481-801	OTHER	0.028662	0.000497	0.002047	0.968794	
megahit_488708_108-503	OTHER	0.003575	0.001097	0.001891	0.993438	
megahit_489441_2-667	OTHER	0.003069	0.000436	0.000645	0.995850	
megahit_489582_3-1289	OTHER	0.010156	0.003498	0.003275	0.983071	
megahit_490099_1-309	OTHER	0.003054	0.004002	0.000801	0.992144	
megahit_490219_2-1285	SP(Sec/SPI)	0.612369	0.000867	0.382257	0.004507	CS pos: 22-23. AQA-PK. Pr: 0.2642
megahit_490516_1-396	OTHER	0.015104	0.002600	0.002525	0.979771	
megahit_490591_1-1089	OTHER	0.352281	0.020482	0.124407	0.502829	
megahit_490630_34-879	OTHER	0.268984	0.013920	0.009997	0.707099	
megahit_490718_371-544	OTHER	0.011729	0.002877	0.007580	0.977814	
megahit_490873_1-1974	LIPO(Sec/SPII)	0.017088	0.000108	0.979279	0.003525	CS pos: 21-22. VYG-CK. Pr: 0.9906
megahit_490924_2-253	OTHER	0.005321	0.000621	0.000946	0.993112	
megahit_490924_457-720	OTHER	0.008289	0.002232	0.004017	0.985462	
megahit_491172_50-610	OTHER	0.014831	0.002003	0.003893	0.979273	
megahit_491238_3-521	OTHER	0.001085	0.000210	0.001023	0.997681	
megahit_491241_1-528	OTHER	0.006731	0.007229	0.001295	0.984745	
megahit_491376_3-245	OTHER	0.004262	0.007658	0.000710	0.987371	
megahit_491690_37-834	OTHER	0.002139	0.001296	0.000258	0.996306	
megahit_492055_88-414	SP(Sec/SPI)	0.998245	0.000420	0.001116	0.000218	CS pos: 25-26. TLA-AD. Pr: 0.9083
megahit_492163_243-455	OTHER	0.005877	0.001611	0.001442	0.991069	
megahit_492651_3-434	OTHER	0.000699	0.000246	0.000727	0.998328	
megahit_492834_219-947	OTHER	0.004118	0.000305	0.001042	0.994535	
megahit_493280_1-372	OTHER	0.004360	0.003870	0.001187	0.990583	
megahit_493324_2-541	OTHER	0.302232	0.002744	0.020335	0.674689	
megahit_494138_227-883	SP(Sec/SPI)	0.997936	0.000130	0.001297	0.000637	CS pos: 24-25. AQA-QD. Pr: 0.9850
megahit_494611_3-635	OTHER	0.012566	0.006916	0.003976	0.976542	
megahit_494776_358-660	OTHER	0.001320	0.000110	0.002652	0.995918	
megahit_495000_9-473	OTHER	0.003516	0.000514	0.000528	0.995443	
megahit_495019_217-1122	OTHER	0.001838	0.000152	0.000327	0.997683	
megahit_495285_1-561	OTHER	0.011623	0.002788	0.003983	0.981605	
megahit_496820_9-287	OTHER	0.011422	0.002275	0.004550	0.981753	
megahit_496888_11-613	SP(Sec/SPI)	0.987018	0.010225	0.001703	0.001054	CS pos: 26-27. AHA-IT. Pr: 0.9815
megahit_497026_2-589	SP(Sec/SPI)	0.966823	0.000462	0.012374	0.020341	CS pos: 26-27. AQG-QT. Pr: 0.8481
megahit_497969_120-251	OTHER	0.142797	0.080918	0.021498	0.754788	
megahit_498320_1-1089	OTHER	0.011728	0.000692	0.002082	0.985498	
megahit_498449_152-334	OTHER	0.016171	0.036624	0.005605	0.941599	
megahit_499616_2-1924	OTHER	0.003011	0.001030	0.001044	0.994915	
megahit_502169_162-245	OTHER	0.048585	0.035507	0.026925	0.888983	
megahit_502408_180-530	OTHER	0.001862	0.000480	0.001533	0.996125	
