# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503161348
 ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_164273_1-1560	OTHER	0.069921	0.005227	0.007429	0.917423	
megahit_164273_1584-3692	SP(Sec/SPI)	0.886743	0.002034	0.013949	0.097274	CS pos: 26-27. VFA-QS. Pr: 0.7911
megahit_164303_265-1029	OTHER	0.366105	0.009748	0.103127	0.521020	
megahit_164311_4065-4580	OTHER	0.002544	0.000274	0.000364	0.996818	
megahit_164496_1577-2260	OTHER	0.004208	0.002252	0.000442	0.993099	
megahit_165220_81-1109	SP(Sec/SPI)	0.977011	0.000157	0.022278	0.000554	CS pos: 24-25. TQA-NE. Pr: 0.7647
megahit_165815_231-1376	LIPO(Sec/SPII)	0.003580	0.000127	0.995969	0.000324	CS pos: 21-22. MAG-CS. Pr: 0.9969
megahit_165818_6480-7280	SP(Sec/SPI)	0.997671	0.000406	0.001521	0.000402	CS pos: 23-24. AFA-FE. Pr: 0.9928
megahit_165831_45-6011	SP(Sec/SPI)	0.991396	0.000587	0.007745	0.000272	CS pos: 22-23. ALG-AN. Pr: 0.8690
megahit_166334_1-1113	SP(Sec/SPI)	0.382811	0.194199	0.123590	0.299400	CS pos: 15-16. TSG-GS. Pr: 0.0627
megahit_167568_14803-16242	OTHER	0.009814	0.000991	0.002189	0.987007	
megahit_167647_9399-10961	OTHER	0.006286	0.001659	0.000607	0.991448	
megahit_167649_2259-3821	OTHER	0.006286	0.001659	0.000607	0.991448	
megahit_173461_500-763	OTHER	0.002626	0.000418	0.000471	0.996485	
megahit_173537_9560-10852	OTHER	0.034998	0.002573	0.072029	0.890400	
megahit_174120_4795-5493	OTHER	0.013944	0.010978	0.001825	0.973254	
megahit_175106_11165-11629	OTHER	0.003563	0.011533	0.000514	0.984390	
megahit_175109_6751-7974	OTHER	0.036106	0.013896	0.004369	0.945630	
megahit_175193_9112-9639	SP(Sec/SPI)	0.718385	0.004757	0.014876	0.261981	CS pos: 34-35. VFA-QH. Pr: 0.7047
megahit_175433_607-894	OTHER	0.001508	0.000228	0.003012	0.995252	
megahit_175440_306-593	OTHER	0.001508	0.000228	0.003012	0.995252	
megahit_175445_2016-2492	LIPO(Sec/SPII)	0.063631	0.000285	0.934997	0.001086	CS pos: 19-20. AIA-CS. Pr: 0.9728
megahit_175463_4648-5124	LIPO(Sec/SPII)	0.063631	0.000285	0.934997	0.001086	CS pos: 19-20. AIA-CS. Pr: 0.9728
megahit_175578_6-1175	OTHER	0.005582	0.003262	0.000667	0.990488	
megahit_175593_191-1093	OTHER	0.109172	0.060926	0.006469	0.823433	
megahit_179181_2-226	OTHER	0.004930	0.001183	0.000999	0.992888	
megahit_179649_12054-12749	OTHER	0.005539	0.002544	0.000620	0.991297	
megahit_179650_18348-19043	OTHER	0.005539	0.002544	0.000620	0.991297	
megahit_179692_1980-3269	OTHER	0.028202	0.004960	0.007434	0.959404	
megahit_179796_1-507	OTHER	0.010021	0.019435	0.000440	0.970104	
megahit_179899_1002-2492	OTHER	0.007408	0.003637	0.001453	0.987501	
megahit_180162_2627-3556	OTHER	0.023019	0.001180	0.002663	0.973138	
megahit_180168_2621-3550	OTHER	0.023019	0.001180	0.002663	0.973138	
megahit_180168_4585-5580	OTHER	0.038146	0.006805	0.003942	0.951106	
megahit_181205_1313-2500	OTHER	0.002808	0.000130	0.013877	0.983185	
megahit_181418_7254-8006	OTHER	0.011022	0.001366	0.000710	0.986901	
megahit_182426_68-2515	OTHER	0.354463	0.010694	0.014098	0.620744	
megahit_182787_2-676	OTHER	0.017974	0.002704	0.004225	0.975097	
megahit_185539_1304-1597	OTHER	0.002991	0.000609	0.000716	0.995685	
megahit_185732_27-1067	SP(Sec/SPI)	0.964159	0.005166	0.006553	0.024122	CS pos: 26-27. TFA-QG. Pr: 0.7984
megahit_187094_1-747	OTHER	0.201692	0.000785	0.040389	0.757133	
megahit_188826_1-657	OTHER	0.025319	0.121072	0.004500	0.849109	
megahit_190553_15138-18248	SP(Sec/SPI)	0.473143	0.005539	0.100350	0.420968	CS pos: 14-15. ATS-SW. Pr: 0.1456
megahit_190798_1523-1876	OTHER	0.020432	0.016251	0.005106	0.958210	
megahit_190799_1523-1876	OTHER	0.020432	0.016251	0.005106	0.958210	
megahit_194617_3-500	OTHER	0.018764	0.001025	0.008748	0.971464	
megahit_194699_3-584	OTHER	0.012907	0.001470	0.008151	0.977472	
megahit_194791_2-1297	OTHER	0.014699	0.002583	0.001566	0.981152	
megahit_194798_2-1636	OTHER	0.014699	0.002583	0.001566	0.981152	
megahit_194799_2-1636	OTHER	0.014699	0.002583	0.001566	0.981152	
megahit_194800_2-1636	OTHER	0.014699	0.002583	0.001566	0.981152	
megahit_194993_2-499	OTHER	0.012257	0.019173	0.001882	0.966689	
megahit_195037_6456-7532	LIPO(Sec/SPII)	0.014903	0.003565	0.979897	0.001634	CS pos: 26-27. LGA-CT. Pr: 0.9794
megahit_195128_614-1372	OTHER	0.028255	0.001562	0.029502	0.940680	
megahit_198312_3-644	SP(Sec/SPI)	0.980112	0.001367	0.017170	0.001352	CS pos: 25-26. VNA-QP. Pr: 0.9648
megahit_199070_15788-16870	OTHER	0.033624	0.004937	0.001760	0.959679	
megahit_199399_153-4067	OTHER	0.015544	0.001281	0.001022	0.982153	
megahit_201699_943-2859	OTHER	0.002829	0.000385	0.000459	0.996326	
megahit_202335_11094-12482	OTHER	0.018782	0.032808	0.378433	0.569978	
megahit_202336_8854-10242	OTHER	0.018782	0.032808	0.378433	0.569978	
megahit_202811_747-1286	OTHER	0.005096	0.003206	0.001424	0.990275	
megahit_202827_4516-7290	OTHER	0.014917	0.005648	0.002431	0.977004	
megahit_203366_969-1277	OTHER	0.008367	0.004171	0.004179	0.983283	
megahit_203602_5940-7475	OTHER	0.009777	0.013244	0.220480	0.756499	
megahit_205949_2-766	OTHER	0.002188	0.001040	0.000314	0.996458	
megahit_206949_178-420	OTHER	0.002201	0.002961	0.000353	0.994486	
megahit_209355_3935-6064	OTHER	0.008343	0.000215	0.000712	0.990730	
megahit_209355_6051-6872	OTHER	0.016304	0.000431	0.003115	0.980150	
megahit_209355_6881-7900	OTHER	0.004023	0.001717	0.000682	0.993578	
megahit_209355_7897-10041	OTHER	0.001160	0.000135	0.000195	0.998511	
megahit_209355_10051-11007	OTHER	0.021638	0.000584	0.010757	0.967021	
megahit_209355_13045-14649	OTHER	0.003397	0.001623	0.000400	0.994580	
megahit_209355_15334-15996	OTHER	0.010575	0.000871	0.001891	0.986664	
megahit_209355_17852-19003	OTHER	0.003733	0.001890	0.001448	0.992929	
megahit_209355_19066-22110	OTHER	0.005244	0.001891	0.001066	0.991799	
megahit_209355_22103-23047	OTHER	0.001742	0.000814	0.000246	0.997199	
megahit_209355_23080-23952	OTHER	0.344301	0.002880	0.273246	0.379572	
megahit_209355_26356-28809	OTHER	0.006482	0.002810	0.003200	0.987509	
megahit_209355_32392-34107	OTHER	0.008703	0.002964	0.002818	0.985515	
megahit_209358_3935-6064	OTHER	0.008343	0.000215	0.000712	0.990730	
megahit_209358_10051-11007	OTHER	0.021638	0.000584	0.010757	0.967021	
megahit_209358_13045-14649	OTHER	0.003397	0.001623	0.000400	0.994580	
megahit_209358_14657-15337	OTHER	0.009257	0.000515	0.000860	0.989367	
megahit_209358_17852-19003	OTHER	0.003733	0.001890	0.001448	0.992929	
megahit_209358_22103-23047	OTHER	0.001742	0.000814	0.000246	0.997199	
megahit_209358_23080-23952	OTHER	0.344301	0.002880	0.273246	0.379572	
megahit_209358_24184-24849	OTHER	0.009830	0.004745	0.001647	0.983778	
megahit_209358_26356-28809	OTHER	0.006482	0.002810	0.003200	0.987509	
megahit_209359_15057-16772	OTHER	0.008703	0.002964	0.002818	0.985515	
megahit_209360_3314-5443	OTHER	0.008343	0.000215	0.000712	0.990730	
megahit_209360_5430-6251	OTHER	0.016304	0.000431	0.003115	0.980150	
megahit_209360_6260-7279	OTHER	0.004023	0.001717	0.000682	0.993578	
megahit_209360_9430-10386	OTHER	0.021638	0.000584	0.010757	0.967021	
megahit_209360_14713-15375	OTHER	0.010575	0.000871	0.001891	0.986664	
megahit_209360_17231-18382	OTHER	0.003733	0.001890	0.001448	0.992929	
megahit_209360_21482-22426	OTHER	0.001742	0.000814	0.000246	0.997199	
megahit_209360_22459-23331	OTHER	0.344301	0.002880	0.273246	0.379572	
megahit_209360_25735-28188	OTHER	0.006482	0.002810	0.003200	0.987509	
megahit_209361_2969-5098	OTHER	0.008343	0.000215	0.000712	0.990730	
megahit_209361_5915-6934	OTHER	0.004023	0.001717	0.000682	0.993578	
megahit_209361_6931-9075	OTHER	0.001160	0.000135	0.000195	0.998511	
megahit_209361_9085-10041	OTHER	0.021638	0.000584	0.010757	0.967021	
megahit_209361_12079-13683	OTHER	0.003397	0.001623	0.000400	0.994580	
megahit_209361_14368-15030	OTHER	0.010575	0.000871	0.001891	0.986664	
megahit_209361_16886-18037	OTHER	0.003733	0.001890	0.001448	0.992929	
megahit_209361_21137-22081	OTHER	0.001742	0.000814	0.000246	0.997199	
megahit_209361_22114-22986	OTHER	0.344301	0.002880	0.273246	0.379572	
megahit_209361_23901-25238	OTHER	0.007684	0.000523	0.001753	0.990039	
megahit_209361_25390-27843	OTHER	0.006482	0.002810	0.003200	0.987509	
megahit_209362_3935-6064	OTHER	0.008343	0.000215	0.000712	0.990730	
megahit_209362_6881-7900	OTHER	0.004023	0.001717	0.000682	0.993578	
megahit_209362_7897-10041	OTHER	0.001160	0.000135	0.000195	0.998511	
megahit_209362_10051-11007	OTHER	0.021638	0.000584	0.010757	0.967021	
megahit_209362_13045-14649	OTHER	0.003397	0.001623	0.000400	0.994580	
megahit_209362_15334-15996	OTHER	0.010575	0.000871	0.001891	0.986664	
megahit_209362_17852-19003	OTHER	0.003733	0.001890	0.001448	0.992929	
megahit_209362_19066-22110	OTHER	0.005244	0.001891	0.001066	0.991799	
megahit_209362_23080-23952	OTHER	0.344301	0.002880	0.273246	0.379572	
megahit_209362_26356-28809	OTHER	0.006482	0.002810	0.003200	0.987509	
megahit_209362_32392-34107	OTHER	0.008703	0.002964	0.002818	0.985515	
megahit_209485_1-474	OTHER	0.032459	0.000701	0.002615	0.964226	
megahit_209549_4110-6020	OTHER	0.057543	0.000990	0.083178	0.858290	
megahit_209668_1300-3477	OTHER	0.002111	0.000619	0.000331	0.996939	
megahit_209668_7711-8613	SP(Sec/SPI)	0.982043	0.000402	0.016996	0.000559	CS pos: 22-23. AAA-TP. Pr: 0.8838
megahit_209791_21852-22481	OTHER	0.002535	0.000328	0.000212	0.996925	
megahit_209792_10061-10891	SP(Sec/SPI)	0.922160	0.001799	0.030518	0.045523	CS pos: 23-24. SFS-SN. Pr: 0.7869
megahit_209792_19222-19851	OTHER	0.002535	0.000328	0.000212	0.996925	
megahit_209797_6828-8540	OTHER	0.010013	0.001012	0.002180	0.986794	
megahit_209797_12692-13522	SP(Sec/SPI)	0.922160	0.001799	0.030518	0.045523	CS pos: 23-24. SFS-SN. Pr: 0.7869
megahit_209797_21853-22482	OTHER	0.002535	0.000328	0.000212	0.996925	
megahit_210209_2317-2748	OTHER	0.007213	0.000568	0.000596	0.991623	
megahit_210339_1416-1856	SP(Sec/SPI)	0.994776	0.000401	0.003505	0.001318	CS pos: 25-26. AHA-EQ. Pr: 0.9713
megahit_210817_3146-3706	SP(Sec/SPI)	0.793730	0.029930	0.016020	0.160321	CS pos: 31-32. GMA-MP. Pr: 0.6445
megahit_212860_2153-3493	OTHER	0.093916	0.000388	0.022536	0.883160	
megahit_213736_3-2561	SP(Sec/SPI)	0.515658	0.000321	0.482796	0.001225	CS pos: 20-21. SFA-QF. Pr: 0.5085
megahit_215865_112-3645	SP(Sec/SPI)	0.973657	0.000428	0.015605	0.010309	CS pos: 21-22. SLA-QY. Pr: 0.9318
megahit_219002_545-1609	OTHER	0.011064	0.001706	0.001384	0.985846	
megahit_219014_6281-7309	OTHER	0.017261	0.004006	0.002084	0.976648	
megahit_219063_3974-4840	OTHER	0.004329	0.000505	0.003431	0.991735	
megahit_219120_3-542	OTHER	0.006514	0.003543	0.002248	0.987695	
megahit_219260_141-338	OTHER	0.004980	0.000846	0.000695	0.993478	
megahit_220548_9860-10540	OTHER	0.099186	0.006308	0.007196	0.887310	
megahit_220550_1942-3402	LIPO(Sec/SPII)	0.000650	0.000084	0.999057	0.000210	CS pos: 23-24. LSG-CG. Pr: 0.9954
megahit_220734_1372-2043	OTHER	0.001769	0.001493	0.000245	0.996493	
megahit_220736_804-1475	OTHER	0.001769	0.001493	0.000245	0.996493	
megahit_220851_16234-17274	OTHER	0.016608	0.001438	0.000789	0.981165	
megahit_220855_16237-17277	OTHER	0.016608	0.001438	0.000789	0.981165	
megahit_220857_16247-17287	OTHER	0.016608	0.001438	0.000789	0.981165	
megahit_221301_5557-6849	OTHER	0.030383	0.003201	0.007157	0.959259	
megahit_221679_250-810	OTHER	0.016532	0.002695	0.002899	0.977874	
megahit_224633_230-1909	OTHER	0.005674	0.006669	0.000675	0.986982	
megahit_226172_21-944	OTHER	0.008734	0.000299	0.003469	0.987498	
megahit_226399_21849-22790	OTHER	0.004441	0.003287	0.000318	0.991954	
megahit_226401_11617-12972	OTHER	0.018755	0.000400	0.005136	0.975709	
megahit_226401_13142-14848	OTHER	0.008096	0.008046	0.001378	0.982481	
megahit_226402_10648-12354	OTHER	0.008096	0.008046	0.001378	0.982481	
megahit_226768_2-1762	OTHER	0.007552	0.006349	0.000968	0.985131	
megahit_226791_6913-8043	OTHER	0.001784	0.000338	0.000285	0.997593	
megahit_227188_4199-4639	OTHER	0.009325	0.000644	0.001462	0.988569	
megahit_227212_2299-3657	OTHER	0.060677	0.000662	0.010526	0.928134	
megahit_227218_2299-3657	OTHER	0.060677	0.000662	0.010526	0.928134	
megahit_227776_3-347	OTHER	0.008531	0.000765	0.002547	0.988157	
megahit_228703_1395-2534	OTHER	0.020071	0.000488	0.000626	0.978815	
megahit_229170_329-442	OTHER	0.051062	0.031046	0.030079	0.887813	
megahit_229503_3567-4445	OTHER	0.128889	0.221384	0.022433	0.627295	
megahit_229587_3-500	OTHER	0.026450	0.000597	0.000397	0.972556	
megahit_229594_2-391	OTHER	0.017628	0.003076	0.002370	0.976926	
megahit_229607_4739-5320	OTHER	0.006063	0.002253	0.000800	0.990884	
megahit_229682_406-1680	LIPO(Sec/SPII)	0.015874	0.001198	0.978097	0.004832	CS pos: 30-31. VAA-CG. Pr: 0.9756
megahit_229682_1680-4802	OTHER	0.152730	0.002917	0.019306	0.825048	
megahit_229810_3-227	OTHER	0.015113	0.025566	0.004236	0.955084	
megahit_229813_3256-4491	OTHER	0.018500	0.033056	0.001775	0.946670	
megahit_229831_2-220	OTHER	0.007706	0.001065	0.001680	0.989550	
megahit_230170_4474-7014	OTHER	0.010384	0.007876	0.000594	0.981146	
megahit_232364_213-458	OTHER	0.254389	0.011183	0.004383	0.730045	
megahit_232364_497-760	OTHER	0.005770	0.000995	0.006363	0.986872	
megahit_232365_213-458	OTHER	0.254389	0.011183	0.004383	0.730045	
megahit_232591_28-2850	SP(Sec/SPI)	0.786705	0.009042	0.029196	0.175057	CS pos: 12-13. ASA-QY. Pr: 0.6292
megahit_232592_28-3003	SP(Sec/SPI)	0.996364	0.000627	0.002517	0.000492	CS pos: 20-21. ASA-QI. Pr: 0.9788
megahit_232640_2742-3491	OTHER	0.006551	0.000580	0.001590	0.991280	
megahit_232983_3542-5125	OTHER	0.007091	0.035180	0.000648	0.957081	
megahit_234053_2-730	OTHER	0.044275	0.008358	0.002082	0.945286	
megahit_234056_6451-7392	OTHER	0.305238	0.008481	0.046567	0.639714	
megahit_235633_1-1890	OTHER	0.012216	0.003992	0.007438	0.976354	
megahit_237470_5866-7002	OTHER	0.012858	0.005381	0.004262	0.977500	
megahit_243041_1-864	OTHER	0.001075	0.000182	0.000446	0.998297	
megahit_243044_2273-3328	OTHER	0.001075	0.000182	0.000446	0.998297	
megahit_244023_592-1929	OTHER	0.001387	0.001567	0.000140	0.996905	
megahit_244250_1351-2292	SP(Sec/SPI)	0.988853	0.001078	0.007281	0.002788	CS pos: 25-26. SWA-GN. Pr: 0.9579
megahit_244250_2292-3302	SP(Sec/SPI)	0.435770	0.005727	0.245983	0.312520	CS pos: 29-30. SDA-SD. Pr: 0.2646
megahit_244251_1351-2292	SP(Sec/SPI)	0.988853	0.001078	0.007281	0.002788	CS pos: 25-26. SWA-GN. Pr: 0.9579
megahit_244251_2292-3302	SP(Sec/SPI)	0.435770	0.005727	0.245983	0.312520	CS pos: 29-30. SDA-SD. Pr: 0.2646
megahit_244289_3469-4353	SP(Sec/SPI)	0.986181	0.000527	0.010529	0.002763	CS pos: 21-22. TMA-ES. Pr: 0.8798
megahit_244289_6354-6965	SP(Sec/SPI)	0.998306	0.000213	0.001121	0.000360	CS pos: 20-21. AFA-GD. Pr: 0.9930
megahit_244702_4004-5671	OTHER	0.004437	0.002429	0.000434	0.992700	
megahit_244823_7599-10028	SP(Sec/SPI)	0.996259	0.000538	0.002240	0.000962	CS pos: 21-22. SFA-TV. Pr: 0.9708
megahit_244983_1-759	OTHER	0.024811	0.005401	0.001273	0.968516	
megahit_247689_1872-2231	OTHER	0.014369	0.000452	0.001954	0.983225	
megahit_247689_3492-4712	OTHER	0.002921	0.000451	0.000536	0.996092	
megahit_247690_325-1755	OTHER	0.021307	0.002709	0.001767	0.974217	
megahit_247690_3493-4713	OTHER	0.002921	0.000451	0.000536	0.996092	
megahit_247866_1-981	OTHER	0.189106	0.003896	0.045627	0.761372	
megahit_250056_2-739	OTHER	0.017124	0.003083	0.065525	0.914269	
megahit_251291_2677-3162	LIPO(Sec/SPII)	0.131868	0.044552	0.686095	0.137485	CS pos: 52-53. VGG-CQ. Pr: 0.6756
megahit_251699_1-1908	OTHER	0.044245	0.004860	0.396298	0.554598	
megahit_257611_61-936	OTHER	0.030528	0.068855	0.002221	0.898395	
megahit_371329_60-4019	LIPO(Sec/SPII)	0.001352	0.055547	0.940564	0.002537	CS pos: 28-29. LIG-CA. Pr: 0.9431
megahit_393602_157-798	LIPO(Sec/SPII)	0.021201	0.000204	0.977815	0.000780	CS pos: 24-25. GTS-CG. Pr: 0.9737
megahit_401328_402-1064	OTHER	0.006643	0.000804	0.000526	0.992027	
megahit_440359_76-1776	LIPO(Sec/SPII)	0.005685	0.000159	0.993295	0.000861	CS pos: 21-22. ATG-CQ. Pr: 0.9954
megahit_454184_75-1931	SP(Sec/SPI)	0.923476	0.000205	0.056321	0.019998	CS pos: 19-20. SFG-QI. Pr: 0.8340
megahit_460775_3-362	OTHER	0.001578	0.001763	0.000222	0.996438	
megahit_460775_467-1114	OTHER	0.014015	0.000577	0.005109	0.980299	
megahit_484210_31-852	OTHER	0.011814	0.005579	0.001129	0.981478	
megahit_492837_3-1610	SP(Sec/SPI)	0.942834	0.001696	0.016872	0.038598	CS pos: 25-26. AFS-QL. Pr: 0.6882
megahit_501379_3-1136	OTHER	0.035722	0.002587	0.005825	0.955866	
megahit_508123_95-577	OTHER	0.002497	0.000826	0.001352	0.995326	
megahit_513823_3-2138	SP(Sec/SPI)	0.678630	0.002188	0.301817	0.017365	CS pos: 29-30. SIA-AK. Pr: 0.1681
megahit_566369_123-494	OTHER	0.004090	0.009412	0.000515	0.985982	
megahit_574082_185-499	OTHER	0.003011	0.000297	0.000870	0.995822	
megahit_908351_1-1011	OTHER	0.004573	0.000471	0.006014	0.988942	
megahit_914308_437-799	OTHER	0.042030	0.119316	0.004008	0.834646	
megahit_973159_2-2014	SP(Sec/SPI)	0.996007	0.000615	0.002354	0.001025	CS pos: 22-23. AYA-DT. Pr: 0.9921
megahit_1023751_2-1039	SP(Sec/SPI)	0.880501	0.003934	0.035602	0.079963	CS pos: 15-16. VSA-QM. Pr: 0.4319
megahit_1026558_1008-1898	OTHER	0.006405	0.000981	0.000719	0.991896	
megahit_1031082_1-153	OTHER	0.024366	0.010888	0.009736	0.955011	
megahit_1031082_212-457	OTHER	0.011857	0.003428	0.007078	0.977637	
megahit_1042864_41-874	OTHER	0.030497	0.024050	0.006964	0.938489	
megahit_1043754_2-685	OTHER	0.004063	0.002601	0.000447	0.992889	
megahit_1046065_3-341	OTHER	0.008711	0.000302	0.000836	0.990151	
megahit_1102801_1-939	SP(Sec/SPI)	0.991422	0.000160	0.008131	0.000287	CS pos: 19-20. TFA-QG. Pr: 0.7804
megahit_1131755_440-1108	OTHER	0.206559	0.003297	0.008352	0.781792	
megahit_1137928_2-376	OTHER	0.015738	0.000547	0.005121	0.978594	
megahit_1137928_399-746	OTHER	0.001491	0.000597	0.000249	0.997663	
megahit_1168554_2-190	OTHER	0.005995	0.001506	0.001239	0.991260	
megahit_1168554_183-302	OTHER	0.192570	0.144350	0.024474	0.638606	
megahit_1182485_1635-2396	OTHER	0.006534	0.000979	0.000536	0.991951	
megahit_1184355_1-384	LIPO(Sec/SPII)	0.020967	0.000024	0.978858	0.000151	CS pos: 17-18. FSS-CN. Pr: 0.9796
megahit_1225204_24-1145	OTHER	0.001891	0.000823	0.000292	0.996993	
megahit_1264592_1-3768	SP(Sec/SPI)	0.980875	0.000352	0.017363	0.001410	CS pos: 21-22. VNA-QT. Pr: 0.8580
megahit_1280411_746-1264	OTHER	0.286086	0.002410	0.016984	0.694520	
megahit_1283234_2-283	OTHER	0.005659	0.002245	0.000637	0.991459	
megahit_1290336_250-1056	OTHER	0.004160	0.002855	0.000222	0.992764	
megahit_1293604_247-846	OTHER	0.397683	0.002722	0.034335	0.565261	
megahit_1305359_1280-1999	OTHER	0.010815	0.007653	0.001462	0.980070	
megahit_1310123_328-1707	SP(Sec/SPI)	0.995611	0.001011	0.002905	0.000474	CS pos: 24-25. VNA-DP. Pr: 0.9477
megahit_1325794_2-4132	OTHER	0.012899	0.005379	0.139413	0.842309	
megahit_1344679_3-782	SP(Sec/SPI)	0.959035	0.001531	0.037444	0.001990	CS pos: 27-28. VLA-QP. Pr: 0.9466
